id,no_serie,no_factura,fecha,nombre_del_cliente,NIT,direccion,cantidad,productos,precio,descuento,envio,total
281,25300,19590195,2023-05-16,Tracy Choi,8418615424,9006 Stark Camp Apt. 959 South Jamesstad  NM 89579,5:4,Pelota:Poesía,167.61:640.7,161.89735208803518,19.19,3258.142647911965
282,97168,92524951,2021-09-12,Robert Reynolds,7348264750,Unit 8133 Box 3138 DPO AA 36847,8:1,Poesía:Patines,640.7:237.45,330.6360036842099,20.8,5053.213996315791
283,18755,87669797,2021-10-11,Lauren Klein,5458310103,696 Brittany Glens Apt. 510 Port Kellyland  SD 66434,8:1,Silla:Cámara,227.02:565.53,59.16432887958627,17.39,2339.9156711204137
284,32364,18024540,2022-04-03,Donald Flores,3871877019,262 Christopher Knoll Suite 495 New Jamie  MD 14972,10:10,Estantería:Rompecabezas,636.43:222.97,131.4210815098267,24.05,8486.628918490173
285,31315,79174211,2021-10-09,Jillian Strong,5486347895,49625 Todd Circles Lake Arianastad  MS 06480,7:5,Perfume:Laptop,215.05:364.26,313.45982956882284,5.23,3018.420170431177
286,90149,82675316,2022-11-23,Karen Mcclain,2002865848,08135 Tucker Rue Apt. 372 East Kimberly  CT 72379,4:7,Muñeca:Fertilizante,47.38:231.17,101.43040934771454,18.95,1725.2295906522852
287,74724,68337479,2021-05-06,Kurt Thomas,3050795230,12950 Wilson Port Apt. 801 Mooretown  GU 02650,1:7,Fruta:Perfume,186.35:215.05,14.890233593740364,18.1,1694.9097664062597
288,60099,50139432,2021-01-14,Calvin Smith,8547584191,0541 Amy Hill Apt. 734 Patriciaville  AZ 24519,10:4,Guía de viaje:Queso,369.8:721.62,167.91781453614612,23.08,6439.642185463854
289,42414,27027094,2019-12-17,Kayla Chen,8150418391,289 Patrick Vista Apt. 592 Silvaton  ID 63007,8:7,Balón de fútbol:Coche de juguete,498.7:421.82,338.93708879833616,21.84,6625.242911201664
290,79489,40695535,2021-03-14,Paul Hernandez,7077308200,67911 Corey Ridge Apt. 514 Christophermouth  IA 74047,3:8,Champú:Pelota,104.26:167.61,61.83394472501235,9.38,1601.2060552749879
291,15438,95839389,2019-07-19,Justin Johnson,6200398409,USNS Hopkins FPO AP 66079,7:9,Equipo de natación:Equipo de natación,540.42:540.42,723.6604791740372,21.29,7944.349520825962
292,84951,29188368,2020-02-20,Katherine Malone,2055918243,02672 Jennifer Extensions Ericfurt  FL 65472,5:10,Estantería:Silla,636.43:227.02,491.2420350103657,20.93,4982.037964989635
293,98669,21546100,2020-03-14,Douglas Howard,7738284071,11463 Stacie Station Huntton  GA 36492,5:9,Regadera:Vestido,805.3:530.67,597.6103298107386,14.58,8219.49967018926
294,92591,55274548,2021-02-02,Alexandria Adams,8576097380,8926 Reed Plains Suite 231 Adamstown  KY 81846,8:2,Cámara:Poesía,565.53:640.7,232.36223176616562,10.48,5583.757768233833
295,44626,70757015,2021-09-24,Jonathan Smith,7072205979,235 Richard Ferry Apt. 333 Erikside  NH 47762,7:7,Coche de juguete:Queso,421.82:721.62,704.998348522037,23.8,7322.881651477963
296,86717,76929036,2021-08-12,John Morrow,2021787846,7764 Smith Cape Butlerfort  FL 77420,9:1,Mesa de comedor:Pelota,444.93:167.61,331.5669976330039,24.75,3865.163002366996
297,47884,69475719,2019-11-27,Jeff Lester,3036928604,2017 Patrick Tunnel West Christopherhaven  AR 70239,3:10,Regadera:Chocolate,805.3:959.59,1114.169918396081,21.31,10918.940081603918
298,52679,39229041,2021-03-01,Mary Castro,4578643913,28472 Julian Summit Apt. 176 Gonzalezview  OR 75156,5:7,Camiseta:Cámara,543.61:565.53,285.2465991736479,8.67,6400.183400826352
299,88690,19496322,2019-09-08,Stephanie Myers,5899193685,8977 Clark Circle Suite 437 South Linda  WA 08633,4:1,Queso:Sierra,721.62:102.97,29.87964517201918,15.19,2974.760354827981
300,62624,19945322,2022-06-16,Nicole Zimmerman,1104704209,1280 Jones Road Apt. 635 South Benjaminborough  MO 89477,1:10,Pan:Laptop,921.1:364.26,225.57083650692732,13.51,4351.639163493072
301,55944,10542348,2021-08-14,Jeremiah Reynolds,3139650505,035 Smith Centers Apt. 169 Carrollton  VI 17202,3:4,Jeans:Chocolate,210.0:959.59,328.94228040343546,6.81,4146.227719596565
302,13194,79375685,2022-08-06,Larry Green,7144463448,5007 Gary Parkways Robertsberg  VI 14507,7:6,Pelota:Queso,167.61:721.62,477.467048648197,19.09,5044.612951351803
303,47155,20655293,2022-04-22,Darius Thompson,9723459329,780 Schmitt Field Suite 322 North Nicholas  VT 46192,1:6,Rompecabezas:Chocolate,222.97:959.59,393.7122962142439,14.94,5601.737703785756
304,24643,67058535,2020-01-14,John Rhodes,6342701904,10119 Kimberly Plain Apt. 983 South Alexandrabury  SC 39694,2:7,Martillo:Vestido,315.09:530.67,243.2119218296237,23.97,4125.628078170376
305,47918,47917520,2019-08-27,Natasha Moore,7993815078,300 Bowers Place South Douglaston  PA 49279,2:3,Muñeca:Diccionario,47.38:956.02,287.0904173909863,16.38,2692.109582609014
306,58694,15546960,2020-07-08,Emily Martin,7217729001,25865 Mcmillan Viaduct Suite 066 Angelaport  SC 59247,2:5,Juego de mesa:Novela,111.05:951.49,301.47446088662826,20.92,4698.995539113372
307,68150,94703362,2024-02-10,Melissa Conrad,1601077268,216 Wade Creek North Mitchellstad  VI 38605,7:3,Novela:Equipo de natación,951.49:540.42,64.38385717586549,21.96,8239.266142824134
308,32056,38395262,2022-10-07,Walter Anderson,9798799962,096 Dylan Gateway Suite 986 Rebeccaland  MN 34076,2:6,Diccionario:Sofá,956.02:313.68,264.16432083642377,16.8,3546.755679163576
309,74836,65079986,2022-09-21,Christopher Glenn,1365097088,6057 Brandy Meadow Apt. 591 Owensfurt  NY 03484,8:7,Guantes de boxeo:Poesía,19.46:640.7,288.76936556749394,5.51,4357.320634432507
310,66485,64800400,2022-05-24,Eric Martinez,4978112809,0287 Dustin Meadows Kennedyshire  NM 82624,9:8,Coche de juguete:Muñeca,421.82:47.38,161.3837314437074,19.66,4033.6962685562926
311,90494,75380223,2020-12-27,Diane Holder,5412713158,35675 Jennifer Ways Suite 193 Hurleyville  OR 32537,7:6,Silla:Champú,227.02:104.26,116.2578895736036,22.47,2120.9121104263963
312,66554,64752409,2020-10-08,Miss Ana Jones,4985897624,1847 Rachel Port Skinnerborough  CO 71047,3:2,Guantes de boxeo:Chaqueta,19.46:941.34,12.706261969536925,13.0,1941.3537380304633
313,70304,39409856,2022-05-18,Deanna Branch DDS,4401901236,863 Walters Ramp Suite 330 Maryhaven  ND 58129,3:9,Regadera:Jeans,805.3:210.0,140.52821121379344,19.18,4184.551788786206
314,57670,69691976,2021-03-22,Heidi Perez,5853338124,PSC 5854  Box 6678 APO AA 59879,8:1,Equipo de natación:Maquillaje,540.42:497.45,207.87495073122903,14.38,4627.315049268771
315,94260,76073330,2020-05-08,Michael Gilbert,2424849170,3772 Patel Club Suite 168 Wesleyshire  MH 81399,5:10,Llave inglesa:Smartwatch,799.56:208.54,34.08160661248848,11.44,6060.558393387511
316,68337,67820352,2023-01-16,Alexandra Hoffman,5183301836,61172 Ritter Points Apt. 092 North Jeffreyton  MN 97596,8:6,Sierra:Fruta,102.97:186.35,58.41204126473969,10.16,1893.6079587352604
317,16658,79661313,2020-11-17,Brandon Owens,8255541085,61790 Michelle Motorway Robinfurt  RI 37055,3:4,Queso:Smartphone,721.62:940.43,143.5804752246766,20.81,5803.809524775324
318,88142,21600908,2021-04-16,Courtney Frey,4116308953,04199 Singh Mill New Jamiechester  DE 30262,10:1,Llave inglesa:Guía de viaje,799.56:369.8,305.2148586414473,18.83,8079.015141358553
319,52502,49672877,2022-03-10,Rose Bartlett,7584890064,32454 Barbara Neck Apt. 211 Ramirezbury  HI 89163,9:6,Camiseta:Guía de viaje,543.61:369.8,664.5145433720081,13.24,6460.015456627992
320,48284,66421219,2023-12-17,Marc May,2843258454,17312 Marvin Pine Kristinfurt  AS 47111,4:1,Novela:Mesa de comedor,951.49:444.93,74.2139938476844,22.55,4199.226006152316
321,22245,96220093,2022-01-05,Edwin Flores,8720076592,6937 Julie Cape Apt. 871 Jasonland  VT 84260,7:2,Novela:Chocolate,951.49:959.59,124.30797423998249,7.03,8462.332025760019
322,71549,98828637,2020-03-17,James Hamilton,2000647744,38457 Parker Village Suite 100 New Cherylside  WI 32598,2:9,Raqueta de tenis:Semillas,62.59:529.28,312.3562600065603,9.94,4586.283739993439
323,42216,70720347,2022-09-15,Brian Thomas,7967434130,61181 Warner Mills Suite 199 South Annafurt  NE 86360,3:9,Camiseta:Vestido,543.61:530.67,44.962635732037,14.16,6376.057364267963
324,20545,31898703,2024-03-30,Jennifer Powell,7153854656,306 Jeff Cove Brettview  MI 86701,1:7,Destornillador:Balón de fútbol,443.45:498.7,146.25104691263712,15.45,3803.5489530873624
325,92058,39159982,2022-05-16,Laura Ortiz,7758456820,76046 Brittney Ports Fredtown  NM 18764,6:4,Poesía:Semillas,640.7:529.28,306.49518942765627,21.44,5676.264810572343
326,73887,90003682,2022-10-15,George Williamson,3977694456,USS Coleman FPO AE 68113,10:2,Guía de viaje:Regadera,369.8:805.3,365.30926836064225,21.91,4965.200731639358
327,92827,18953243,2022-07-18,Dustin Gibbs,5348412867,65751 Williams Trafficway Suite 775 Port James  NV 50852,5:5,Juego de mesa:Novela,111.05:951.49,454.49792196676106,5.92,4864.122078033239
328,30436,68281713,2020-10-01,Timothy Mckee,7943939315,328 Henderson Bridge Elizabethfort  MT 79363,7:3,Mesa de comedor:Esmalte de uñas,444.93:189.38,346.32019119007964,6.94,3343.2698088099205
329,68900,71169546,2024-02-22,Robert Mcfarland,4302764127,953 Joseph Via Apt. 325 Taylorbury  ID 37832,6:9,Escritorio:Sierra,912.26:102.97,585.7510426581222,13.78,5828.318957341877
330,39345,98706639,2023-07-16,Brandy Klein,3379473251,5112 Jonathan Meadow Andradechester  ND 09031,9:2,Pelota:Patines,167.61:237.45,197.70281567974325,11.14,1796.8271843202572
331,38035,86404470,2023-01-29,Maria Riley,5882210715,2075 Bowman Green South Janiceton  OR 06223,2:6,Maceta:Perfume,889.4:215.05,49.1668035663035,12.1,3032.033196433697
332,86259,44996140,2019-12-13,Michael Hensley,9128999287,17567 Lisa Stravenue Danielville  AR 39523,1:5,Sofá:Perfume,313.68:215.05,116.9009743889172,18.08,1290.1090256110829
333,12970,23253309,2022-09-07,Kaylee Gonzalez,5185958642,91883 Freeman Mount Apt. 003 Kingmouth  IL 44054,2:10,Muñeca:Semillas,47.38:529.28,188.37979735441903,20.62,5219.800202645581
334,46019,74244888,2019-06-25,Sue Hall,8436224343,119 Estes Locks Suite 202 Watkinsstad  FM 16126,4:1,Biografía:Estantería,613.3:636.43,81.11398162594281,11.88,3020.396018374057
335,35023,96503768,2024-02-07,Stephen Hudson,3793810325,Unit 9272 Box 1049 DPO AA 77926,1:9,Jeans:Taladro,210.0:284.01,200.05507158954444,23.61,2589.644928410456
336,93664,78618282,2023-07-22,Christopher Mills,2370574366,36310 Jackson Causeway Suite 961 North Marcstad  KS 17730,1:7,Martillo:Champú,315.09:104.26,38.002169783157804,22.26,1029.1678302168423
337,61097,57364247,2022-09-10,Gina Burgess,9581275624,54071 Steven Grove Suite 977 Christyshire  GU 41028,9:10,Rompecabezas:Guantes de boxeo,222.97:19.46,156.9120149680584,14.07,2058.4879850319417
338,83663,79396217,2019-10-27,Nicole Shepherd,6617449671,9973 Kyle Summit Suite 306 Batesberg  CO 62298,9:8,Fruta:Fruta,186.35:186.35,215.19242392800712,24.94,2977.697576071993
339,57226,61890584,2023-03-16,Brady Kelley,3016891618,7077 Chambers Oval Suite 929 Port Alexander  OR 85233,6:5,Esmalte de uñas:Diccionario,189.38:956.02,440.23292186452414,6.44,5482.587078135475
340,57631,45556296,2022-03-03,Daniel Rodriguez,6262331731,83647 Julie Mountains Suite 919 Pamelamouth  DE 47237,3:3,Silla:Maquillaje,227.02:497.45,135.00475227923454,9.6,2048.0052477207655
341,87549,90003659,2020-06-10,Brandon Holt,9403499193,6413 Kristine Center Evansport  AS 81456,4:5,Esmalte de uñas:Jeans,189.38:210.0,55.861761382567,20.88,1772.538238617433
342,72383,62897021,2022-12-09,Michael Meyers,9464832380,993 Brandi Pike Anthonystad  CT 88123,2:6,Cámara:Chaqueta,565.53:941.34,118.45340045460672,12.86,6673.506599545393
343,81652,12598741,2022-11-08,Kelsey Vega,6877718697,72491 Brewer Camp West Harry  CT 85266,6:8,Maceta:Maquillaje,889.4:497.45,347.72710518237454,17.63,8985.902894817626
344,45398,60914042,2023-11-16,Christopher Rodriguez,2212916605,734 Myers Meadows New Brian  SD 29110,9:3,Pelota:Coche de juguete,167.61:421.82,220.77108220794096,11.88,2565.058917792059
345,41404,76128840,2023-02-25,Jacob Alvarado,7735573230,0860 Donna Islands East Dale  NE 70174,5:9,Guía de viaje:Diccionario,369.8:956.02,463.97851240893107,15.05,10004.25148759107
346,49705,93358516,2020-02-07,Dawn Brown,1517396629,829 Christian Roads East Bradleyview  DE 70068,10:4,Taladro:Regadera,284.01:805.3,0.0735617006611666,9.97,6071.196438299338
347,83605,11320500,2020-09-16,Carmen Holden,4114013387,216 Russell Radial Orozcofurt  VA 17098,8:4,Escritorio:Sofá,912.26:313.68,316.8365243366929,19.89,8255.853475663305
348,21671,25942794,2024-04-09,Andrew Wallace,1568299442,7001 Heather Terrace Suite 553 Lestertown  ND 60119,1:7,Poesía:Camiseta,640.7:543.61,17.6929301320968,7.73,4436.007069867903
349,41279,62605254,2022-04-26,Frank Rogers,4959008039,799 Robertson Turnpike Suite 228 Port Laurenstad  DC 58181,3:7,Mesa de comedor:Smartphone,444.93:940.43,616.8294562991217,7.61,7308.580543700878
350,26358,15752273,2023-07-22,Tamara Salinas,4529215641,4849 Matthews Fork Dakotaport  IL 22380,3:6,Rompecabezas:Pan,222.97:921.1,162.14765174294942,7.22,6040.582348257051
351,23613,20857416,2020-03-18,Matthew Orr,6859570777,5717 Carrillo Inlet Apt. 068 Johnhaven  MP 67512,6:6,Diccionario:Rompecabezas,956.02:222.97,683.7198537317321,23.17,6413.390146268268
352,50178,79346360,2019-09-27,Jon Williams,1884451129,36290 Gutierrez Freeway Suite 685 Vargaston  HI 78099,1:4,Muñeca:Diccionario,47.38:956.02,314.8008117590128,15.38,3572.039188240987
353,42473,22713547,2021-05-02,Tyler Tyler,5717847870,66113 Beard Rest Lewisshire  NE 97571,1:5,Smartwatch:Martillo,208.54:315.09,115.45447320550203,7.14,1675.675526794498
354,73585,49556919,2019-11-16,Frank Webb,2847185508,2698 Vicki Ferry North Eric  TX 53700,3:6,Diccionario:Laptop,956.02:364.26,117.70911543390208,9.33,4945.2408845660975
355,74650,76018243,2019-11-28,Megan Blackburn,1870171941,887 David Viaduct Port Thomasburgh  MA 01772,5:8,Fertilizante:Champú,231.17:104.26,129.2404977549186,10.3,1870.9895022450812
356,62646,19912229,2023-11-15,Jennifer Marshall,2301981147,7993 Fox Overpass Apt. 803 Clarkmouth  CO 02117,3:7,Cremas para la piel:Laptop,236.27:364.26,76.98744102271476,8.91,3190.5525589772847
357,93388,16334815,2020-11-12,Steven Rodriguez,7926760924,USS Davidson FPO AE 60425,6:4,Perfume:Esmalte de uñas,215.05:189.38,106.6055907511575,5.19,1946.4044092488427
358,78447,53554407,2019-09-22,Bradley Patel,8255440256,9492 Christopher Road Suite 851 South Nathanbury  VA 01992,6:2,Maquillaje:Balón de fútbol,497.45:498.7,388.9468372712349,8.56,3601.713162728765
359,65373,32144129,2021-11-13,Matthew Campos,9158214313,37005 Brian Unions Melissashire  CO 42103,10:8,Champú:Zapatos,104.26:903.91,23.9237068659545,20.74,8270.696293134044
360,71840,30504957,2019-11-30,Devin Brown,8896706802,745 Wilkinson Plains Maryfurt  MT 01269,3:5,Escritorio:Esmalte de uñas,912.26:189.38,227.87550083535598,23.75,3479.554499164644
361,92561,36953215,2022-03-16,Heather Thomas,9815983449,PSC 3159  Box 3273 APO AA 75958,9:8,Diccionario:Destornillador,956.02:443.45,897.3908037044461,8.72,11263.109196295554
362,72003,85202399,2022-08-20,Cody Jacobs,4851733481,34520 Danielle Shore West Alan  AL 65913,2:7,Herramientas de jardinería:Guía de viaje,571.18:369.8,122.7414775494516,13.74,3621.958522450548
363,48384,50244939,2020-04-01,Sandra Greer,7381946558,205 Olivia Tunnel West Williamport  KS 38909,1:9,Vino:Herramientas de jardinería,740.9:571.18,381.4909603670945,13.21,5513.239039632905
364,92230,86934446,2021-03-28,Alexander Adams,3777495501,796 Simmons Forest Apt. 913 Jamesville  OK 89034,4:1,Mesa de comedor:Zapatos,444.93:903.91,150.79309264615327,17.11,2549.946907353847
365,14108,15345211,2019-07-29,Michael Johnson,3433130527,480 Lane Bypass Suite 024 Mccannfurt  FM 52062,9:4,Taladro:Sofá,284.01:313.68,68.04745824631607,6.52,3749.282541753684
366,48455,71239894,2020-04-11,Emily King,6976652874,6510 Werner Coves East Teresashire  IA 47817,3:3,Equipo de natación:Jeans,540.42:210.0,219.51018752805314,9.8,2041.5498124719466
367,25251,82316666,2022-12-22,Ashley Sullivan,3855402322,56983 Sara Camp Suite 005 Smithview  UT 17207,10:4,Poesía:Tablet,640.7:397.13,780.4618059475168,13.68,7228.738194052484
368,99193,48853419,2022-12-22,Darrell Espinoza,2040369092,83424 Webb Overpass Apt. 566 North Melissahaven  IA 68655,5:4,Champú:Biografía,104.26:613.3,5.871515261846703,14.25,2982.8784847381535
369,50582,22123459,2020-05-19,Kaitlyn Adkins,9719244563,31473 French Courts Nicolebury  MP 39547,6:4,Maquillaje:Zapatos,497.45:903.91,600.9263351942192,19.72,6019.133664805781
370,27770,54282132,2023-12-07,Matthew Jones,9527036073,18412 Haynes Garden South Brittanyville  NC 31143,1:8,Esmalte de uñas:Perfume,189.38:215.05,165.35208599526186,7.72,1752.1479140047384
371,86830,12526146,2023-03-01,Maxwell Davis,5368532961,4790 Patricia Park Apt. 504 East Morgan  WY 76299,4:4,Queso:Chocolate,721.62:959.59,488.8470198283073,13.04,6249.0329801716925
372,58154,23091395,2019-11-26,James Mora,8113280498,72616 Michael Centers Lauraborough  IA 37684,5:5,Smartwatch:Pelota,208.54:167.61,153.68475279066385,23.87,1750.935247209336
373,92401,59465807,2022-01-12,Terri Brown,1356264131,39035 Munoz Via Jeremytown  OR 64876,8:4,Smartwatch:Sierra,208.54:102.97,140.3305925373382,13.95,1953.8194074626617
374,93257,81314756,2020-04-18,Douglas Dillon,1931185928,150 Graham Lodge Apt. 609 South Andreastad  GA 08431,8:4,Vino:Rompecabezas,740.9:222.97,20.643540291942283,13.25,6811.686459708058
375,64888,13226034,2021-03-21,Briana Garner,8008879791,68264 Williams Forges North Alyssa  HI 49323,7:3,Queso:Guantes de boxeo,721.62:19.46,376.7778028266936,11.47,4744.412197173307
376,25270,40421121,2022-05-13,Stephanie Brown,9219263886,88756 Wu Shoal Apt. 191 North Amy  NE 57439,2:10,Queso:Vino,721.62:740.9,155.53071653916834,23.94,8720.649283460833
377,84628,68610139,2020-01-12,Adam Rollins,4212114055,8062 Walker Knoll New Jacobfort  UT 89038,2:9,Cámara:Muñeca,565.53:47.38,5.659444764765128,21.98,1573.800555235235
378,10542,83839175,2019-09-03,Robin Navarro,4943901087,4174 Padilla Corners Suite 789 South Markland  OH 95141,6:8,Fertilizante:Juego de mesa,231.17:111.05,68.44426388673966,15.35,2222.3257361132605
379,88423,71293657,2023-05-05,Beverly Hill,1131509720,237 Francis Spur Apt. 113 North Eric  MI 09681,4:9,Smartwatch:Diccionario,208.54:956.02,605.8035212574586,22.88,8855.416478742542
380,82903,51365565,2019-11-17,Robert Casey,1800635654,905 Garcia Prairie Smithport  AL 19441,8:1,Esmalte de uñas:Biografía,189.38:613.3,199.6715877691634,11.8,1940.4684122308367
381,88843,75934589,2019-10-20,Steve Mckinney,4081546409,385 Matthew Junction Suite 252 Kellyfort  NE 40893,7:7,Tablet:Maceta,397.13:889.4,768.9538473376526,15.55,8252.306152662346
382,66269,38747089,2022-08-05,Douglas Williams,8720863111,8058 Clarke Plaza Rothfurt  VI 62057,5:8,Smartwatch:Pelota,208.54:167.61,68.2933808138953,14.76,2330.0466191861046
383,20806,22723835,2022-01-11,Jasmin Lane,4305447989,3736 Dawn Roads Lake Adam  CO 92366,2:3,Sierra:Destornillador,102.97:443.45,58.2197951636311,18.72,1496.790204836369
384,54418,44155884,2021-02-04,Glenn Fischer,6879787155,51820 Lopez Groves South Rileymouth  WV 60251,9:10,Cámara:Silla,565.53:227.02,38.918344856850666,16.56,7337.611655143149
385,84658,92334696,2020-10-03,Ruth Buckley,3548533702,7191 Michael Viaduct Millerton  FL 17062,7:7,Cámara:Tablet,565.53:397.13,30.81956062631278,16.64,6724.440439373688
386,74598,58004843,2020-01-13,Susan Maynard,7638428850,1449 Mullins Isle Sandrahaven  PR 18877,4:9,Smartwatch:Vino,208.54:740.9,17.259933595893095,24.04,7509.040066404106
387,52060,31471423,2022-07-10,William Hatfield,3280305349,6919 Anthony Prairie Suite 823 Charlesview  CT 13845,7:7,Diccionario:Esmalte de uñas,956.02:189.38,772.1661703374031,9.5,7255.133829662596
388,77370,76496410,2023-07-28,Thomas Miller,2626771533,0225 Linda Highway Apt. 814 New Sandraborough  ND 97038,3:7,Maceta:Rompecabezas,889.4:222.97,259.47833655348944,8.32,3977.8316634465104
389,34432,69705699,2023-04-20,Ellen Johnson,1353689993,5119 George Islands Apt. 751 East Matthew  LA 88480,10:1,Pelota:Esmalte de uñas,167.61:189.38,108.66688653576952,12.82,1769.6331134642305
390,61113,27439397,2024-04-03,Jennifer Ball,4641822338,493 Brown Drive Willieberg  SC 07089,1:5,Herramientas de jardinería:Semillas,571.18:529.28,60.283385492384504,19.59,3176.886614507615
391,15997,34502468,2022-09-14,Monica Warren,4173084116,13507 Ortiz Greens Valenzuelastad  NH 55176,7:7,Mesa de comedor:Fruta,444.93:186.35,193.13275169162154,6.01,4231.837248308379
392,51144,58458840,2019-11-25,Amber Schmidt,2547869467,3031 Charles Lane Port Michelleside  MD 94630,10:4,Destornillador:Sofá,443.45:313.68,203.38994473980287,5.55,5491.380055260198
393,48996,35113481,2023-07-09,Mary Smith,6194905751,0984 Campbell Plaza Suite 003 Phillipland  MI 50986,7:4,Perfume:Zapatos,215.05:903.91,400.67445307233834,12.77,4733.085546927662
394,87731,92514891,2021-03-01,David Martinez,8116720186,659 Tammy Street West Bonniefurt  ID 25318,8:1,Raqueta de tenis:Regadera,62.59:805.3,31.49294438319506,18.77,1293.297055616805
395,63831,75962401,2023-04-12,Austin Peterson,3950014161,7629 Barron Neck Courtneytown  CT 24816,1:7,Novela:Martillo,951.49:315.09,109.25771887331403,12.22,3060.0822811266858
396,93228,74611973,2023-11-07,David Boyd,9985822102,9416 Perkins Harbor Apt. 071 Port David  AR 59528,9:1,Zapatos:Vestido,903.91:530.67,693.4610387031878,16.74,7989.1389612968105
397,54367,79144862,2023-04-01,Alexandra Figueroa,4676061465,653 Nicholas Isle Suite 925 Johnsonfurt  GA 04547,4:5,Muñeca:Rompecabezas,47.38:222.97,126.8327146793175,21.19,1198.7272853206825
398,90269,64403671,2020-04-09,Andrew Christensen,4934914328,510 Obrien Crest Apt. 151 Patriciaborough  KY 63902,8:8,Balón de fútbol:Cremas para la piel,498.7:236.27,12.019607160550173,23.13,5890.87039283945
399,97559,46261909,2023-11-13,Lisa Copeland,8960837757,1855 Williams Inlet Stricklandview  CA 11681,3:6,Tablet:Raqueta de tenis,397.13:62.59,78.45494324335402,15.03,1503.5050567566457
400,66451,22180380,2020-11-06,Kristen Gonzales,6635037834,4937 Nancy Rapids Suite 937 East Stephaniefort  MP 02084,5:7,Escritorio:Estantería,912.26:636.43,617.5969259407852,21.92,8420.633074059215
401,35745,82446825,2021-07-25,Kathleen Hayes,6539667635,3714 Wilson Squares Port Tracy  FM 09315,7:4,Destornillador:Novela,443.45:951.49,614.6474946538203,5.94,6301.40250534618
402,71010,69124402,2020-07-21,Patty French,8569459444,9376 Houston Station Suite 714 Lake Stephanieborough  FL 56536,4:6,Destornillador:Balón de fútbol,443.45:498.7,365.8845203580378,21.21,4421.325479641962
403,69553,62992380,2023-08-23,Justin Miller,9625603071,87877 Herrera Squares Seanville  MO 31159,6:8,Fertilizante:Semillas,231.17:529.28,182.12698417544112,13.09,5452.223015824559
404,81504,51494529,2020-10-19,Curtis Moore,3168637941,44337 Potts Bypass Huynhchester  PR 38757,9:5,Sierra:Poesía,102.97:640.7,290.31555818828537,13.19,3853.1044418117144
405,80120,13299948,2023-09-26,Eric Lopez,6174973095,66032 Conway Valleys Suite 421 East Jonathan  SD 83356,1:7,Chocolate:Biografía,959.59:613.3,129.65939838030053,9.62,5132.650601619699
406,26313,44083197,2020-10-12,Aaron Porter,7318369735,583 Kristin Creek Joshuaberg  SD 44480,4:7,Novela:Maquillaje,951.49:497.45,685.9996581174686,17.46,6619.570341882532
407,44476,89008555,2021-01-01,Amanda Black,8250708992,836 Doyle Avenue Apt. 367 Allenborough  CO 02598,5:5,Chaqueta:Sierra,941.34:102.97,388.88083949728895,14.32,4846.989160502711
408,55324,89931989,2023-04-15,Lindsay Tapia,7941191578,86301 Guerrero Drive Suite 204 Terrystad  MA 73605,6:6,Pelota:Pelota,167.61:167.61,30.935587664186244,14.75,1995.134412335814
409,70401,81575432,2023-12-18,Caitlin Cisneros,6910337085,3309 Walker Orchard Apt. 490 South Jeremy  NM 90775,10:2,Maquillaje:Fertilizante,497.45:231.17,10.611602928269118,8.94,5435.16839707173
410,85347,34188181,2022-03-09,Joseph Oneill,7645430818,1503 Hoover Squares Apt. 749 Lake Matthew  AL 64849,7:6,Guantes de boxeo:Maquillaje,19.46:497.45,103.79416962030908,14.2,3031.32583037969
411,73082,72515786,2023-12-02,Justin Harper,8125574124,91184 Gabriel Parkways Apt. 459 Evansburgh  UT 09017,4:10,Rompecabezas:Zapatos,222.97:903.91,590.7049952798014,14.82,9355.095004720199
412,54722,45714203,2022-01-06,David Russell DDS,4086099526,230 Vaughn Parkway Suite 241 South Donnaview  WI 32848,10:7,Regadera:Juego de mesa,805.3:111.05,176.9923244326858,11.61,8664.967675567315
413,22649,42488611,2023-03-21,Jill Cobb,2167613210,251 Santiago Street Lake Jared  ID 42892,2:8,Cremas para la piel:Novela,236.27:951.49,88.46963654182042,10.72,8006.71036345818
414,27644,37879490,2021-04-29,Danielle Ramirez,8335859355,82265 Tabitha Motorway Suite 927 New Kevin  MH 43983,4:3,Muñeca:Mesa de comedor,47.38:444.93,27.653155563474684,17.18,1513.8368444365253
415,95227,96314370,2023-10-11,Sarah Tyler,8714791684,4688 Jodi Club Fredericktown  AS 06814,10:6,Escritorio:Taladro,912.26:284.01,1011.5310606561503,7.54,9822.66893934385
416,29407,82621299,2020-10-20,Michael Torres,1714282525,07888 Deborah Drive Apt. 056 New Royport  GU 09817,9:10,Coche de juguete:Guía de viaje,421.82:369.8,469.5062376543163,13.03,7037.903762345683
417,99662,93660259,2021-10-29,Steven Bennett,7734685917,2180 Nicholas Courts Suite 527 Port Hayleyport  NE 87391,3:7,Perfume:Vino,215.05:740.9,96.2244153663121,20.12,5755.345584633688
418,59263,63584304,2023-10-15,Christopher Smith,3764602034,129 Brendan Islands Moodyberg  NC 57792,10:1,Pan:Fruta,921.1:186.35,657.8907136177053,21.56,8761.019286382294
419,21868,95551456,2022-05-30,Mark Contreras,8208796587,2203 Reginald Orchard Apt. 150 North Tracy  HI 48356,10:10,Jeans:Llave inglesa,210.0:799.56,7.476233732603178,21.28,10109.403766267396
